,country,year,c_dollar2_poverty,c_forest_area,c_health_expenditure,c_out_of_pocket,c_physician,c_tuberculosis,c_urban_pop,Unnamed: 0,hdicode,ASR (female),ASR (male)
0,Argentina,2000,89.142,704.95,12.1964855354461,385.8288802,205.17,318.9,37.0,5,4.0,6.78436762,35.30468589
1,Argentina,2001,89.329,671.37,12.0808714176615,368.25933092,197.88,301.76,35.0,5,4.0,7.030285276,32.88349289
2,Argentina,2002,89.51,222.65,11.9652572998769,121.46786443,66.78,96.8,35.0,5,4.0,7.15609338,32.33865602
3,Argentina,2003,89.686,260.98,11.8496431820922,142.78991158,73.73,117.3,33.0,5,4.0,7.353656957,32.34210789
4,Argentina,2004,89.86,310.22,11.7340290643076,160.69074498,85.71,130.02,34.0,5,4.0,7.824898901,31.52455135
5,Argentina,2005,90.031,390.8,11.618414946523,200.94817796,129.23,185.23,31.0,5,4.0,7.814174115,31.0021238
6,Argentina,2006,90.2,453.64,11.5028008287384,238.62477629,147.03,213.53,28.0,5,4.0,8.112995285,31.29469276
7,Argentina,2007,90.366,569.29,11.3871867109537,309.17850834,178.11,258.8,30.0,5,4.0,8.148557204,30.30826931
8,Argentina,2008,90.53,742.9,11.2715725931691,409.32963561,224.82,326.7,26.0,5,4.0,8.373216111,29.72156992
9,Argentina,2009,90.691,781.78,11.1559584753845,468.75522245,204.72,310.77,22.0,5,4.0,8.536065992,28.83978899
10,Argentina,2010,90.849,980.14,11.0403443575999,577.81536102,262.48,399.22,21.0,5,4.0,8.552600662,28.16903393
11,Argentina,2011,90.99,,10.9587128976976,725.40137579,323.41,470.18,27.0,5,4.0,9.012894024,28.09931018
12,Argentina,2012,91.121,,10.8770814377953,850.24868392,355.31,504.65,24.0,5,4.0,8.975091625,27.15015129
13,Argentina,2013,91.249,,10.795449977893,900.03306052,379.52,508.87,24.0,5,4.0,9.384708522,26.02829842
14,Argentina,2014,91.377,,10.7138185179907,837.82365774,346.31,436.02,25.0,5,4.0,9.540317762,25.32586731
15,Argentina,2015,91.503,,10.6321870580884,1017.41998184,395.48,503.3,26.0,5,4.0,9.621052222,26.14567395
16,Argentina,2016,91.627,,10.6003968297469,713.85226553,339.84,431.91,27.0,5,4.0,9.439531213,24.69804638
17,Argentina,2017,91.749,,10.5598368832422,964.15175706,394.23,554.82,27.0,5,4.0,9.447573775,24.02392636
18,Argentina,2018,91.87,,10.5203731515078,704.5696963,312.4,414.5,27.0,5,4.0,9.113698127,22.83212545
19,Australia,2000,84.235,,17.1581557606446,1175.62196475,343.62,460.91,6.3,8,4.0,14.10818107,32.19025417
20,Australia,2001,84.1,,17.1286333519909,1109.16520957,318.81,450.66,5.9,8,4.0,14.21018129,31.77779026
21,Australia,2002,84.222,,17.0991109433373,1268.76200856,351.33,494.93,6.0,8,4.0,14.66519766,30.96332035
22,Australia,2003,84.343,,17.0695885346836,1598.57642986,429.05,642.17,5.5,8,4.0,13.91233255,28.90698229
23,Australia,2004,84.463,,17.04006612603,1979.1596839,530.6,781.67,6.2,8,4.0,13.71656665,29.35397431
24,Australia,2005,84.582,,17.0105437173763,2165.25711716,592.06,848.85,6.0,8,4.0,13.89600381,28.18607664
25,Australia,2006,84.7,,16.9810213087226,2289.04418252,630.8,904.99,6.5,8,4.0,14.14650056,27.08192392
26,Australia,2007,84.822,,16.951498900069,2781.61678761,725.01,,6.2,8,4.0,14.69509893,26.59401579
27,Australia,2008,84.943,,16.9219764914153,2970.59914895,782.04,,6.6,8,4.0,14.18905719,27.16449101
28,Australia,2009,85.063,,16.8924540827617,2929.13379806,764.39,,6.9,8,4.0,14.44599603,24.97513664
29,Australia,2010,85.182,,16.862931674108,3600.11535529,982.62,,6.6,8,4.0,14.64527856,24.93596569
30,Australia,2011,85.3,,16.9553102586465,4329.06046847,,,6.4,8,4.0,14.34188048,24.41885661
31,Australia,2012,85.402,,17.047688843185,4325.11949257,,,6.6,8,4.0,14.22164693,23.13245693
32,Australia,2013,85.502,,17.1400674277235,3957.46452674,,,6.2,8,4.0,13.6119215,23.06208768
33,Australia,2014,85.602,,17.232446012262,4307.17378934,,,6.5,8,4.0,13.73060955,22.07693477
34,Australia,2015,85.701,,17.3248245968004,3782.21746471,915.67,,6.1,8,4.0,14.15682649,21.6111681
35,Australia,2016,85.8,,17.4254877132405,3878.03205092,924.28,,6.5,8,4.0,13.20284621,20.94680458
36,Australia,2017,85.904,,17.4229136169693,4145.22788103,965.31,,6.7,8,4.0,12.66817045,20.03559857
37,Australia,2018,86.012,,17.4213145571644,4193.43605417,951.34,,6.6,8,4.0,13.17742978,19.98484111
38,Austria,2000,60.213,,46.5116335433834,1682.86150358,404.41,586.26,17.0,9,4.0,11.57766175,36.98888092
39,Austria,2001,59.934,,46.5420019389239,1680.96545472,421.42,601.55,14.0,9,4.0,10.69862625,35.62284073
40,Austria,2002,59.655,,46.5723703344644,1834.3865169,464.93,663.48,15.0,9,4.0,11.80601369,36.32508433
41,Austria,2003,59.375,,46.6027387300049,2260.87947489,583.88,830.36,13.0,9,4.0,11.23291541,34.72522043
42,Austria,2004,59.094,,46.6331071255453,2590.12369117,693.84,,13.0,9,4.0,12.08457246,34.16482232
43,Austria,2005,58.813,,46.6634755210858,2695.66656984,711.78,,13.0,9,4.0,11.49132526,33.33236723
44,Austria,2006,58.532,,46.6938439166263,2828.75746721,730.24,,12.0,9,4.0,11.58426949,32.94481196
45,Austria,2007,58.249,,46.7242123121667,3260.49907236,842.28,,11.0,9,4.0,13.21974074,30.95225006
46,Austria,2008,57.966,,46.7545807077072,3732.00021647,922.73,,10.0,9,4.0,13.22686608,32.1449399
47,Austria,2009,57.683,,46.7849491032477,3590.60529525,889.75,,9.1,9,4.0,13.05399371,31.60876852
48,Austria,2010,57.399,,46.8153174987882,3475.56824212,893.03,,9.1,9,4.0,13.42680952,30.91050574
49,Austria,2011,57.115,,46.8589190499273,3756.43685306,968.43,,9.2,9,4.0,13.82417305,29.42063709
50,Austria,2012,57.147,,46.9025206010664,3618.98198149,927.37,,8.5,9,4.0,14.25868949,28.87673495
51,Austria,2013,57.336,,46.9461221522055,3778.29665705,,,8.5,9,4.0,13.4015421,28.96001909
52,Austria,2014,57.526,,46.9897237033446,3911.28340535,,,7.6,9,4.0,14.98488309,28.50901351
53,Austria,2015,57.715,,47.0333252544838,3342.26833668,880.64,,7.5,9,4.0,14.82985694,27.09153583
54,Austria,2016,57.905,,47.0769510421716,3408.04957304,906.34,,8.1,9,4.0,15.10431472,26.87833765
55,Austria,2017,58.094,,47.1204556471159,3645.70234395,945.94,,7.3,9,4.0,14.03054537,26.10199761
56,Austria,2018,58.297,,47.1639602520601,3975.25710759,983.4,,6.1,9,4.0,14.50871991,26.51124158
57,Belgium,2000,97.129,,22.0376486129458,1378.75934711,374.19,471.16,14.0,12,4.0,10.56080945,56.4258279
58,Belgium,2001,97.186,,22.1121862615588,1416.19480533,368.25,463.74,15.0,12,4.0,10.41372128,56.5824263
59,Belgium,2002,97.241,,22.1867239101717,1536.92387855,435.1,547.8,13.0,12,4.0,10.7000907,53.92224403
60,Belgium,2003,97.296,,22.2612615587847,2086.30324354,584.03,728.58,12.0,12,4.0,11.27242487,51.942932
61,Belgium,2004,97.35,,22.3357992073976,2484.45629546,660.64,828.29,12.0,12,4.0,11.56828094,49.33895195
62,Belgium,2005,97.403,,22.4103368560106,2547.64679592,681.45,858.24,12.0,12,4.0,12.71832742,51.02883711
63,Belgium,2006,97.454,,22.4848745046235,2644.76558652,716.51,901.16,11.0,12,4.0,13.09384493,49.43119362
64,Belgium,2007,97.505,,22.5594121532365,3015.4709359,835.91,,10.0,12,4.0,13.25274906,47.60500842
65,Belgium,2008,97.555,,22.6339498018494,3524.99275466,926.29,,10.0,12,4.0,13.94518497,48.04089161
66,Belgium,2009,97.603,,22.7084874504624,3539.14990327,912.48,,9.8,12,4.0,13.55783721,46.30008721
67,Belgium,2010,97.651,,22.7830250990753,3454.78793891,893.69,,11.0,12,4.0,14.85969282,45.89386158
68,Belgium,2011,97.698,,22.7792602377807,3755.8665851,966.35,,10.0,12,4.0,15.67281518,43.93012548
69,Belgium,2012,97.744,,22.7754953764861,3597.02381488,905.37,,9.5,12,4.0,14.63490476,40.99891093
70,Belgium,2013,97.789,,22.7717305151915,3765.05352755,965.32,,9.4,12,4.0,15.77657398,40.34700301
71,Belgium,2014,97.833,,22.767965653897,3867.07962578,976.4,,9.1,12,4.0,15.46148063,40.0684734
72,Belgium,2015,97.876,,22.7642007926024,3399.29558782,829.46,,9.5,12,4.0,15.67693134,36.92405051
73,Belgium,2016,97.919,,22.7642007926024,3494.15363934,819.7,,10.0,12,4.0,15.2545465,35.9858761
74,Bulgaria,2000,68.899,94.52,30.507095724487,56.2850303,38.16,38.22,52.0,16,3.0,6.558833829,37.6786073
75,Bulgaria,2001,69.166,119.83,30.834312573443,67.18396259,52.37,52.63,61.0,16,3.0,6.212387823,38.06106642
76,Bulgaria,2002,69.524,148.15,31.6856617647059,87.91286595,58.95,60.24,53.0,16,3.0,6.268773933,39.75160354
77,Bulgaria,2003,69.879,195.74,32.0272133860439,118.84364516,74.5,76.89,52.0,16,3.0,6.259267574,41.14806129
78,Bulgaria,2004,70.233,233.11,32.3630011033468,138.53303846,91.39,94.57,49.0,16,3.0,6.687916975,40.56315341
79,Bulgaria,2005,70.584,267.74,32.7319587628866,159.49854216,104.06,108.24,52.0,16,3.0,7.966173495,44.20283721
80,Bulgaria,2006,70.932,294.11,33.0682132007733,163.76174839,125.43,130.39,51.0,16,3.0,7.034272698,43.54324082
81,Bulgaria,2007,71.278,361.23,33.407605192892,201.38201398,153.86,159.85,47.0,16,3.0,7.630514266,43.50875339
82,Bulgaria,2008,71.622,455.54,33.7409078353743,252.36699808,194.19,203.21,49.0,16,3.0,7.365366862,44.67672959
83,Bulgaria,2009,71.963,459.3,34.0899042004421,247.12506234,203.78,212.18,44.0,16,3.0,7.375884626,41.65334876
84,Bulgaria,2010,72.302,484.75,34.4233603537214,267.77277696,209.13,216.94,41.0,16,3.0,6.877083706,41.89385267
85,Bulgaria,2011,72.638,555.86,34.6002210759027,300.93875305,247.16,254.97,37.0,16,3.0,7.964714577,41.62399442
86,Bulgaria,2012,72.975,558.65,34.777081798084,283.79798622,266.74,274.86,35.0,16,3.0,8.503953948,43.92026923
87,Bulgaria,2013,73.313,547.45,34.9539425202653,309.6563905,229.18,237.8,33.0,16,3.0,7.808914285,44.38324451
88,Bulgaria,2014,73.651,605.26,35.1308032424466,352.49429819,243.56,252.76,31.0,16,3.0,8.871677824,40.90374468
89,Bulgaria,2015,73.99,521.42,35.3076639646279,291.45916059,221.65,229.96,28.0,16,3.0,8.910845806,40.69480085
90,Bulgaria,2016,74.329,562.34,35.3813559322034,310.03733992,243.24,252.3,27.0,16,3.0,8.408843975,38.78549142
91,Bulgaria,2017,74.669,624.53,35.5011053795136,343.09524268,270.8,281.45,25.0,16,3.0,8.698082416,38.37420391
92,Bulgaria,2018,75.008,689.91,35.6208548268239,397.63744044,279.53,292.27,23.0,16,3.0,9.588328987,36.93680631
93,Brazil,2000,81.192,310.61,65.9343586013156,129.32587746,113.66,180.3,51.0,23,3.0,6.152205022,16.67135488
94,Brazil,2001,81.553,268.65,65.4616708980706,110.38630059,101.57,157.5,48.0,23,3.0,6.138989549,16.55368227
95,Brazil,2002,81.88,245.66,64.9889831948257,104.12898358,89.44,140.76,52.0,23,3.0,6.082660129,16.45864082
96,Brazil,2003,82.203,250.31,64.5162954915806,107.27451141,88.79,142.54,53.0,23,3.0,6.428463422,16.35720362
97,Brazil,2004,82.521,294.38,64.0436077883357,125.61439056,104.11,167.21,54.0,23,3.0,6.641845182,16.74276136
98,Brazil,2005,82.834,383.55,63.5709200850907,159.67783843,137.6,223.61,50.0,23,3.0,6.715443302,16.56448806
99,Brazil,2006,83.143,483.92,63.0982323818457,207.73388677,166.33,275.67,46.0,23,3.0,7.026288222,16.05125316
100,Brazil,2007,83.448,600.64,62.6255446786007,255.18587432,198.78,344.96,46.0,23,3.0,7.251180123,16.39375802
101,Brazil,2008,83.749,705.13,62.1528569753558,308.45049206,217.77,396.31,46.0,23,3.0,7.423482808,16.1767964
102,Brazil,2009,84.044,719.43,61.6801692721108,317.72222828,224.54,400.63,45.0,23,3.0,7.396768825,15.7992095
103,Brazil,2010,84.335,893.78,61.2074815688658,402.38873914,262.64,489.19,44.0,23,3.0,7.53777023,15.68658451
104,Brazil,2011,84.631,,61.023328156743,457.48902574,301.22,567.11,44.0,23,3.0,7.719250862,15.10002423
105,Brazil,2012,84.923,953.7,60.8391747446202,413.54290868,283.08,538.97,44.0,23,3.0,7.855635256,15.13921258
106,Brazil,2013,85.209,977.82,60.6550213324974,435.31874961,275.52,541.83,44.0,23,3.0,7.970609925,15.13409979
107,Brazil,2014,85.492,,60.4708679203746,446.50474732,285.63,565.66,43.0,23,3.0,8.151637126,14.94104632
108,Brazil,2015,85.77,782.52,60.2867145082518,338.49178102,193.34,443.4,43.0,23,3.0,8.376766823,14.7504978
109,Brazil,2016,86.042,795.94,60.0710325503043,342.75336886,194.37,452.59,43.0,23,3.0,8.291174912,14.62103131
110,Brazil,2017,86.309,937.34,59.8328814784151,391.23177087,229.35,545.49,44.0,23,3.0,8.355689549,14.21876655
111,Brazil,2018,86.569,863.28,59.7084279516735,354.73819906,214.31,507.81,46.0,23,3.0,8.429870924,13.92675855
112,Canada,2000,79.478,,38.7929818338782,1458.24848788,332.38,543.42,6.5,29,4.0,24.79547157,43.2043707
113,Canada,2001,79.81,,38.7876307080739,1496.62566,327.4,559.13,6.6,29,4.0,24.54682711,43.17490314
114,Canada,2002,79.888,,38.7822795822695,1556.96715343,341.93,592.41,6.1,29,4.0,25.22087073,43.00772705
115,Canada,2003,79.967,,38.7769284564652,1866.72108705,389.26,685.54,5.9,29,4.0,25.15661277,41.38492198
116,Canada,2004,80.045,,38.7715773306609,2130.66980899,445.83,785.58,5.6,29,4.0,25.65025469,39.83757567
117,Canada,2005,80.122,,38.7662262048566,2403.76096226,505.8,887.46,5.5,29,4.0,25.24269863,39.34300268
118,Canada,2006,80.213,,38.7608750790522,2630.67862223,601.32,,5.4,29,4.0,25.76538197,37.6871058
119,Canada,2007,80.396,,38.7555239532479,2938.0638995,658.39,,5.3,29,4.0,25.34680489,37.30586591
120,Canada,2008,80.578,,38.7501728274436,3132.7991565,695.43,,5.4,29,4.0,25.11224494,35.68163244
121,Canada,2009,80.758,,38.7448217016393,3082.59100415,665.47,,5.4,29,4.0,24.97451063,35.28715382
122,Canada,2010,80.937,,38.7394705758349,3563.27208969,788.89,,4.6,29,4.0,24.67396802,33.9916726
123,Canada,2011,81.096,,38.7348640747569,3819.3449331,818.69,,4.8,29,4.0,23.84569908,32.72941705
124,Canada,2012,81.137,,38.7302575736789,3905.04517511,823.43,,5.5,29,4.0,23.84906833,32.08233843
125,Canada,2013,81.178,,38.7256510726009,3880.16970318,794.34,,5.4,29,4.0,23.54519095,30.14630535
126,Canada,2014,81.218,,38.7210445715229,3693.31867181,763.01,,5.1,29,4.0,23.26725437,30.23492161
127,Canada,2015,81.259,,38.7164380704449,3306.72043133,683.11,,5.3,29,4.0,22.5952935,28.47912696
128,Canada,2016,81.3,,38.7120133755838,3252.90027696,721.53,,5.5,29,4.0,22.04116076,27.03587645
129,Canada,2017,81.35,,38.7078876013737,3417.37648692,753.05,,5.7,29,4.0,21.30217147,26.37885394
130,Switzerland,2000,73.383,,30.2649701705926,1016.90206874,,,9.2,30,4.0,11.00856709,34.95135897
131,Switzerland,2001,73.375,,30.3634195933644,1127.7236425,,,8.7,30,4.0,10.56930881,34.32553344
132,Switzerland,2002,73.401,,30.4618750992981,1320.92528445,,,9.4,30,4.0,10.90632412,31.50502191
133,Switzerland,2003,73.427,,30.5603374622472,1576.10565356,,,9.0,30,4.0,11.43659618,31.6853743
134,Switzerland,2004,73.452,,30.6588066903223,1732.26568006,,,8.6,30,4.0,11.67539347,30.70274389
135,Switzerland,2005,73.478,,30.7572827916362,1761.6455246,,,8.0,30,4.0,11.54371172,31.5656369
136,Switzerland,2006,73.504,,30.8557657743037,1736.13397544,,,7.3,30,4.0,12.78662072,28.66782414
137,Switzerland,2007,73.53,,30.9542548630875,1890.15058554,,,6.4,30,4.0,12.71047647,29.5010862
138,Switzerland,2008,73.556,,31.0522573251862,2250.53767604,,,7.0,30,4.0,12.0510046,29.36733488
139,Switzerland,2009,73.581,,31.1502627536125,2346.02520129,,,7.5,30,4.0,12.67039448,26.18033098
140,Switzerland,2010,73.607,,31.2482719393317,2493.58823462,,,7.5,30,4.0,12.86119254,26.97484825
141,Switzerland,2011,73.631,,31.3357558163813,3027.88310133,,,7.6,30,4.0,13.31413164,25.99506814
142,Switzerland,2012,73.653,,31.4232415506488,3008.8597743,,,6.0,30,4.0,13.05988268,24.15571429
143,Switzerland,2013,73.674,,31.5107315281037,3041.3440123,,,6.6,30,4.0,13.02080473,23.71741253
144,Switzerland,2014,73.696,,31.5982233630178,3074.46406524,,,5.9,30,4.0,12.63813836,23.60814684
145,Switzerland,2015,73.718,,31.6857178507946,2985.30670673,,,7.4,30,4.0,12.31451528,23.58867323
146,Switzerland,2016,73.739,,31.7732664163142,2925.79361537,,,7.9,30,4.0,13.13542484,21.41020078
147,Switzerland,2017,73.761,,31.8603337971021,3031.3860417,,,7.2,30,4.0,12.72265764,21.62146561
148,Chile,2000,86.073,356.74,21.2728705691214,127.69557612,152.74,229.05,23.0,31,4.0,6.702644352,18.61329339
149,Chile,2001,86.363,326.97,21.3950172958259,118.89829176,139.34,208.07,22.0,31,4.0,7.155660969,19.19711825
150,Chile,2002,86.606,322.87,21.5171640225303,121.21288215,137.17,201.66,18.0,31,4.0,7.092749716,18.60784896
151,Chile,2003,86.665,349.78,21.6393107492347,133.78239793,149.58,216.0,16.0,31,4.0,6.917510282,17.27794156
152,Chile,2004,86.725,427.44,21.7614574759392,168.69400453,178.86,258.74,19.0,31,4.0,7.171260701,18.62464278
153,Chile,2005,86.783,500.87,21.8836042026436,197.05654261,212.73,303.82,18.0,31,4.0,7.563281894,18.1985824
154,Chile,2006,86.842,571.9,22.005750929348,236.47372369,233.05,335.31,18.0,31,4.0,7.772277869,18.23865947
155,Chile,2007,86.9,649.92,22.1278976560525,274.64978822,254.69,375.27,17.0,31,4.0,7.744336025,17.5559038
156,Chile,2008,86.959,726.74,22.2500443827569,316.31364149,272.02,410.34,17.0,31,4.0,7.66395734,16.23788166
157,Chile,2009,87.017,738.28,22.3721911094613,345.96944885,255.36,392.22,16.0,31,4.0,7.71199138,17.0515596
158,Chile,2010,87.074,870.71,22.4943378361658,410.14342497,300.11,460.48,16.0,31,4.0,7.435322386,17.40298828
159,Chile,2011,87.132,994.67,22.7285765777398,469.05888461,343.15,525.59,16.0,31,4.0,8.15708047,17.17299184
160,Chile,2012,87.189,,22.9628153193138,518.40479978,361.29,563.04,16.0,31,4.0,8.492305255,16.22359925
161,Chile,2013,87.246,,23.1970540608878,563.98758616,398.15,619.6,16.0,31,4.0,8.530172657,16.62719298
162,Chile,2014,87.303,,23.4312928024618,548.99206357,394.11,601.04,15.0,31,4.0,8.273771766,16.29882202
163,Chile,2015,87.36,,23.6655315440358,544.16385101,391.09,589.1,17.0,31,4.0,8.166267987,15.79525402
164,Chile,2016,87.422,,23.8308640381315,585.77157723,409.97,593.96,16.0,31,4.0,8.048575436,15.31384534
165,Chile,2017,87.49,,23.9961965322273,689.32199372,455.52,678.39,17.0,31,4.0,8.332896461,14.77858335
166,Chile,2018,87.564,,24.161529026323,740.6114733,484.5,716.66,18.0,31,4.0,7.893960651,14.6890588
167,Colombia,2000,73.957,134.29,56.5439387111311,100.08750578,18.39,34.17,37.0,37,3.0,6.735871222,13.34117586
168,Colombia,2001,74.379,138.04,56.3701928796755,103.60383488,18.5,34.38,36.0,37,3.0,6.743376377,13.4517804
169,Colombia,2002,74.797,131.78,56.1964470482199,100.40298131,15.14,30.2,35.0,37,3.0,6.843873795,13.50361245
170,Colombia,2003,75.211,129.33,56.0227012167643,100.07885168,11.13,26.85,35.0,37,3.0,7.21273306,13.24050783
171,Colombia,2004,75.62,159.19,55.8489553853087,117.05827742,21.9,40.15,33.0,37,3.0,7.277980984,13.94683636
172,Colombia,2005,76.024,209.25,55.6752095538531,150.28629256,34.33,56.98,30.0,37,3.0,7.202441036,13.70003191
173,Colombia,2006,76.423,239.39,55.5014637223975,172.56380113,42.93,65.12,32.0,37,3.0,7.216512185,13.40447628
174,Colombia,2007,76.816,309.04,55.3277178909419,218.34157496,59.48,89.25,31.0,37,3.0,6.79519751,13.19859435
175,Colombia,2008,77.204,378.18,55.1539720594863,262.31214142,78.86,115.64,32.0,37,3.0,6.547532756,12.64494594
176,Colombia,2009,77.587,383.43,54.9802262280306,276.27116722,69.07,106.98,32.0,37,3.0,6.518267851,12.38326305
177,Colombia,2010,77.964,452.15,54.806480396575,326.56817909,76.88,125.3,32.0,37,3.0,6.580026592,11.9935817
178,Colombia,2011,78.335,501.27,54.6851410545291,368.42764772,76.77,132.07,33.0,37,3.0,6.190776253,11.5516131
179,Colombia,2012,78.701,546.55,54.5638017124831,381.82892603,97.61,161.84,33.0,37,3.0,6.416962625,10.80258123
180,Colombia,2013,79.061,579.91,54.4424623704371,405.11283055,99.47,174.8,32.0,37,3.0,6.079620554,11.23989865
181,Colombia,2014,79.415,586.68,54.3211230283912,413.04691948,95.49,173.63,31.0,37,3.0,6.393684635,11.30600652
182,Colombia,2015,79.764,468.59,54.1997836863452,331.90612624,72.17,136.68,31.0,37,3.0,6.616222797,10.93896935
183,Colombia,2016,80.108,447.24,54.0419017575485,314.53867912,69.82,132.7,33.0,37,3.0,6.209924699,10.7985618
184,Colombia,2017,80.446,495.3,53.8438666065795,351.8637651,76.09,143.43,33.0,37,3.0,6.141223072,10.65501158
185,Costa Rica,2000,59.052,247.7,55.9580885233059,160.81551088,78.21,84.13,18.0,40,4.0,4.976600963,10.91508714
186,Costa Rica,2001,60.41,255.18,55.9854680767724,167.28890759,80.72,84.68,20.0,40,4.0,4.057850714,10.74348863
187,Costa Rica,2002,61.753,276.24,56.0128476302389,184.6968395,84.78,90.47,17.0,40,4.0,3.421997462,9.321878344
188,Costa Rica,2003,63.08,287.37,56.0402271837054,190.74340942,88.41,95.67,16.0,40,4.0,4.356168233,9.942072688
189,Costa Rica,2004,64.388,290.13,56.0676067371719,191.53769981,93.02,97.92,21.0,40,4.0,4.208675842,8.967721361
190,Costa Rica,2005,65.672,309.51,56.0949862906385,197.95495473,101.44,111.01,16.0,40,4.0,4.132961568,8.480540853
191,Costa Rica,2006,66.935,359.79,56.122365844105,237.85616167,111.81,121.62,14.0,40,4.0,2.842658495,7.848857383
192,Costa Rica,2007,68.174,423.64,56.1497453975715,280.49474636,130.96,142.74,16.0,40,4.0,3.01980373,7.354014343
