,country,year,c_dollar2_poverty,c_forest_area,c_health_expenditure,c_out_of_pocket,c_physician,c_tuberculosis,c_urban_pop,Unnamed: 0,hdicode,ASR (female),ASR (male)
579,Mexico,2009,77.52,496.81,34.510719925924,231.85562369,235.26,264.96,21.0,112,3.0,4.083983165,9.416648256
580,Mexico,2010,77.815,539.27,34.4367447722421,270.81239521,234.63,268.45,22.0,112,3.0,4.044382563,9.081701211
581,Mexico,2011,78.111,570.73,34.3737390364979,301.36783265,232.48,269.36,21.0,112,3.0,4.035176645,8.568864633
582,Mexico,2012,78.405,587.83,34.3107333007536,312.03182498,238.9,275.8,22.0,112,3.0,3.611371076,7.988226809
583,Mexico,2013,78.699,631.21,34.2477275650094,339.28453398,251.72,291.93,22.0,112,3.0,3.756046324,7.722139608
584,Mexico,2014,78.993,615.1,34.1847218292652,320.35615715,251.41,294.75,22.0,112,3.0,3.748289818,7.644372574
585,Mexico,2015,79.285,558.17,34.1217160935209,291.36754748,229.09,266.8,22.0,112,3.0,3.783196585,7.526339384
586,Mexico,2016,79.577,492.87,34.0559942385349,252.74440217,203.91,240.13,22.0,112,3.0,3.807199232,7.340662285
587,Mexico,2017,79.867,514.89,33.9902672393837,260.20141038,215.16,254.69,23.0,112,3.0,3.731802907,7.119757691
588,Malta,2000,92.368,647.1,1.09375,464.58569134,170.66,180.15,4.6,116,4.0,7.664731429,34.11311154
589,Malta,2001,92.641,685.98,1.09375,471.04235186,203.51,212.66,4.6,116,4.0,5.830104714,39.57916477
590,Malta,2002,92.905,830.65,1.09375,584.79408547,238.69,245.85,6.8,116,4.0,4.469145694,40.19684123
591,Malta,2003,93.16,,1.09375,750.16026833,309.73,326.77,2.0,116,4.0,5.400879847,35.47511261
592,Malta,2004,93.407,,1.09375,851.10897808,344.79,372.75,5.1,116,4.0,4.094729208,33.405678
593,Malta,2005,93.645,,1.09375,953.74293433,398.16,425.94,6.2,116,4.0,4.552946105,31.5617255
594,Malta,2006,93.784,,1.09375,1009.83597931,436.77,467.75,8.4,116,4.0,5.143133642,33.60610046
595,Malta,2007,93.857,,1.09375,1066.33174096,496.05,529.79,11.0,116,4.0,5.878146196,28.41928071
596,Malta,2008,93.929,,1.09375,1133.95119434,577.74,617.21,13.0,116,4.0,4.973898628,34.50288458
597,Malta,2009,94.001,,1.09375,1088.93284222,544.47,588.43,12.0,116,4.0,6.177990894,31.54998877
598,Malta,2010,94.072,,1.09375,1119.52787199,572.56,614.14,8.0,116,4.0,8.488946788,32.20139396
599,Malta,2011,94.141,,1.09375,1263.15046516,650.0,696.91,8.1,116,4.0,7.764509338,30.2692907
600,Malta,2012,94.211,,1.09375,1246.24567797,609.28,652.36,11.0,116,4.0,7.765807837,31.97219556
601,Malta,2013,94.279,,1.09375,1432.90885625,641.04,685.03,13.0,116,4.0,7.76677949,24.9303401
602,Malta,2014,94.347,,1.09375,1513.52882396,895.57,942.67,12.0,116,4.0,5.312941351,31.12974743
603,Malta,2015,94.414,,1.09375,1364.75106157,834.49,878.43,8.1,116,4.0,8.040513819,31.32821568
604,Malta,2016,94.48,,1.1875,1462.9821721,815.59,858.17,12.0,116,4.0,9.873976422,27.04052554
605,Malta,2017,94.546,,1.3125,1604.95290258,898.83,946.76,10.0,116,4.0,10.09352785,26.3031718
606,Norway,2000,76.02,,33.1641313751903,2408.76086707,529.08,540.17,5.7,130,4.0,15.8368144,29.80998443
607,Norway,2001,76.378,,33.1611196898512,2565.97762256,525.49,533.03,7.0,130,4.0,16.61190353,29.81910317
608,Norway,2002,76.733,,33.1581080045121,3224.19055169,654.5,665.77,6.2,130,4.0,15.83191412,31.79360933
609,Norway,2003,77.084,,33.1550963191729,3852.75858623,768.95,779.81,8.4,130,4.0,16.39168675,30.44724354
610,Norway,2004,77.399,,33.1520846338338,4231.67411749,854.42,865.67,7.1,130,4.0,17.2105946,29.8146152
611,Norway,2005,77.675,,33.1490729484947,4638.14902555,933.43,946.54,6.9,130,4.0,17.37140646,28.61836374
612,Norway,2006,77.95,,33.1460612631556,4911.31004788,969.55,981.68,6.8,130,4.0,17.00709966,29.48586068
613,Norway,2007,78.234,,33.1430495778165,5771.65948627,,,6.9,130,4.0,18.36549395,29.14157502
614,Norway,2008,78.526,,33.1400378924774,6535.64352921,,,7.2,130,4.0,18.98789219,27.7859851
615,Norway,2009,78.815,,33.1370262071382,6165.48536617,,,7.8,130,4.0,16.7205028,28.0873914
616,Norway,2010,79.102,,33.1340145217991,6655.48143584,,,6.9,130,4.0,18.44151691,27.63826867
617,Norway,2011,79.455,,33.1553701087492,7513.96779489,,,7.4,130,4.0,18.10579722,26.87030897
618,Norway,2012,79.874,,33.1767256956993,7602.64536803,,,7.9,130,4.0,17.54539738,25.73456474
619,Norway,2013,80.286,,33.2090866046879,7857.19468131,,,8.2,130,4.0,17.84343309,24.3666798
620,Norway,2014,80.692,,33.2318108614437,7776.91543645,,,6.8,130,4.0,17.70834829,23.73890815
621,Norway,2015,81.091,,33.2456439881958,6469.64953836,,,6.3,130,4.0,17.31325196,22.71340895
622,Norway,2016,81.485,,33.271099733249,6400.70000001,,,6.1,130,4.0,17.23812451,21.98269426
623,New Zealand,2000,86.021,,37.4100489916828,785.81113492,162.05,269.15,10.0,133,4.0,17.1386041,31.4225278
624,New Zealand,2001,86.1,,37.4091679009532,771.54784273,179.09,282.75,11.0,133,4.0,19.12623816,29.99138781
625,New Zealand,2002,86.161,,37.4082868102237,937.38108768,200.86,313.57,9.6,133,4.0,18.02800819,29.56479588
626,New Zealand,2003,86.221,,37.4074057194941,1216.88022514,247.88,394.93,12.0,133,4.0,19.38172795,28.36711065
627,New Zealand,2004,86.281,,37.4065246287646,1527.79888042,279.76,455.41,10.0,133,4.0,19.14028489,30.68244213
628,New Zealand,2005,86.341,,37.405643538035,1767.18353058,323.14,529.42,9.2,133,4.0,16.93305454,27.47740823
629,New Zealand,2006,86.4,,37.4047624473055,1780.00076399,319.0,525.06,9.5,133,4.0,19.05505028,25.54986985
630,New Zealand,2007,86.34,,37.4038813565759,2146.40362002,310.03,560.45,7.5,133,4.0,17.98711216,25.68918628
631,New Zealand,2008,86.28,,37.4030002658463,2213.32667343,377.35,637.86,7.9,133,4.0,20.00200843,25.37437121
632,New Zealand,2009,86.22,,37.4021191751168,2109.16509015,335.33,604.62,8.0,133,4.0,18.39147274,24.40907971
633,New Zealand,2010,86.16,,37.4012380843872,2531.11061823,386.7,702.68,8.0,133,4.0,18.43728228,24.4460706
634,New Zealand,2011,86.1,,37.4000911473169,2880.81439814,442.42,776.0,8.0,133,4.0,18.68862224,23.68747935
635,New Zealand,2012,86.161,,37.3989442102465,3027.45090877,472.97,828.62,7.6,133,4.0,17.12332698,22.87124482
636,New Zealand,2013,86.221,,37.3977972731761,3117.1600561,496.7,897.83,7.0,133,4.0,18.0375913,21.18950177
637,New Zealand,2014,86.281,,37.3966503361057,3246.63299294,538.79,946.15,7.6,133,4.0,17.45827421,21.59846648
638,New Zealand,2015,86.341,,37.3955033990354,2689.69061996,481.26,911.23,7.3,133,4.0,18.15308536,22.19496489
639,New Zealand,2016,86.4,,37.396035091717,2787.85693265,507.65,951.51,7.3,133,4.0,17.13410909,21.23852011
640,Poland,2000,61.716,238.0,29.5765451043129,162.34986038,74.56,75.65,33.0,141,4.0,12.53225318,68.89072248
641,Poland,2001,61.761,282.82,29.6646968559209,198.9427525,82.56,83.88,30.0,141,4.0,12.77708095,69.21095232
642,Poland,2002,61.787,315.83,29.7528486075288,220.94201269,84.21,94.89,30.0,141,4.0,13.60912207,69.24304441
643,Poland,2003,61.676,339.34,29.8458725182863,232.69796499,95.19,106.57,30.0,141,4.0,13.88696902,66.40494887
644,Poland,2004,61.564,392.0,29.9252440178892,264.45445015,116.8,127.53,26.0,141,4.0,13.44075221,66.00677492
645,Poland,2005,61.452,465.7,30.0133842588059,319.11380912,130.63,146.57,24.0,141,4.0,14.21631758,64.57832741
646,Poland,2006,61.341,524.1,30.1025071820319,361.50621221,143.16,162.58,24.0,141,4.0,14.45704475,63.45670819
647,Poland,2007,61.229,660.92,30.1906503003395,460.57298699,176.27,200.35,24.0,141,4.0,15.39940302,61.66011477
648,Poland,2008,61.116,892.6,30.2807704864512,635.56708166,218.09,257.02,22.0,141,4.0,15.44854454,61.4550444
649,Poland,2009,61.004,759.61,30.3709024422097,544.98155393,186.25,214.62,23.0,141,4.0,16.00618434,58.33348409
650,Poland,2010,60.892,809.2,30.4590570719603,577.36409892,193.12,231.84,21.0,141,4.0,16.29890076,56.58330202
651,Poland,2011,60.78,866.09,30.5234627567515,615.15039401,207.55,250.94,24.0,141,4.0,16.19325033,54.41387895
652,Poland,2012,60.654,815.14,30.5838939324669,569.2004259,197.87,245.94,21.0,141,4.0,16.43084004,53.94147199
653,Poland,2013,60.529,878.09,30.6443290552235,617.25390684,209.0,259.61,21.0,141,4.0,16.68772519,52.17338451
654,Poland,2014,60.403,911.3,30.7057709265489,637.32154653,209.7,273.63,19.0,141,4.0,18.05830879,50.31751021
655,Poland,2015,60.278,803.96,30.7652111434077,557.41096533,187.43,246.24,19.0,141,4.0,17.88707232,50.38961831
656,Poland,2016,60.178,813.47,30.8142003331265,559.74868429,187.75,253.57,18.0,141,4.0,17.71660453,48.69470985
657,Poland,2017,60.105,909.58,30.8533916849015,625.99757797,209.72,283.3,17.0,141,4.0,17.83354037,45.4714108
658,Poland,2018,60.058,978.74,30.8946010386387,695.74820078,203.52,282.42,16.0,141,4.0,17.86706069,44.73778543
659,Portugal,2000,54.399,995.34,35.8579234972678,694.12732192,255.95,300.81,47.0,143,4.0,5.015315742,28.14771414
660,Portugal,2001,55.044,,35.8262295081967,712.62673235,254.99,302.51,48.0,143,4.0,4.371325737,28.04994333
661,Portugal,2002,55.666,,35.7945355191257,820.27834889,264.11,318.61,48.0,143,4.0,5.284916428,28.57065944
662,Portugal,2003,56.287,,35.7628415300546,1019.10206712,341.95,423.66,44.0,143,4.0,5.166117158,29.97790145
663,Portugal,2004,56.907,,35.7311475409836,1216.32892542,405.17,506.67,40.0,143,4.0,5.156112908,29.73908701
664,Portugal,2005,57.522,,35.71116212966,1286.41444308,429.64,527.19,36.0,143,4.0,5.274748,29.56769232
665,Portugal,2006,58.137,,35.679457745709,1178.48650964,474.16,678.34,35.0,143,4.0,5.326321575,29.2032037
666,Portugal,2007,58.749,,35.647753361758,1324.76991499,547.28,786.8,32.0,143,4.0,5.464114775,28.96887182
667,Portugal,2008,59.359,,35.6160489778069,1495.02653771,631.33,895.82,31.0,143,4.0,5.455279571,27.31236934
668,Portugal,2009,59.964,,35.5377224587837,1497.20646719,589.06,848.13,29.0,143,4.0,6.03220507,28.15309387
669,Portugal,2010,60.567,,35.5060596134949,1502.7827684,558.24,755.41,28.0,143,4.0,5.536041387,29.31210293
670,Portugal,2011,61.167,,35.6370782836554,1455.22584268,601.31,799.56,27.0,143,4.0,6.172619063,29.00521058
671,Portugal,2012,61.763,,35.7680969538159,1213.34965289,585.75,765.56,27.0,143,4.0,6.093014859,28.35406471
672,Portugal,2013,62.352,,35.893158903643,1264.86258878,584.7,764.62,26.0,143,4.0,6.353700451,31.00476261
673,Portugal,2014,62.936,,36.0239985328408,1271.80531652,604.27,786.87,24.0,143,4.0,6.346428063,29.16623559
674,Portugal,2015,63.514,,36.154994891142,1104.21738617,528.83,685.24,23.0,143,4.0,7.204577938,28.66278049
675,Portugal,2016,64.086,,36.154994891142,1154.66028991,551.91,718.88,20.0,143,4.0,6.89770631,29.09170754
676,Portugal,2017,64.652,,36.154994891142,1221.57384167,593.19,774.6,20.0,143,4.0,6.921171559,29.58293509
677,Portugal,2018,65.211,,36.154994891142,1355.4599458,663.06,859.29,21.0,143,4.0,7.064528198,29.01685829
678,Romania,2000,53.004,69.89,27.7132036045449,55.39739126,13.57,14.5,144.0,147,4.0,7.842223367,46.83083978
679,Romania,2001,52.852,78.82,27.7780679987811,62.85804966,14.93,15.96,151.0,147,4.0,7.878068946,47.33751771
680,Romania,2002,52.78,96.58,27.823552442685,77.64548449,17.22,18.93,158.0,147,4.0,7.746460918,47.09031005
681,Romania,2003,52.912,143.55,27.8786692759296,119.24171218,21.71,24.3,159.0,147,4.0,8.187671242,46.31785364
682,Romania,2004,53.043,190.8,27.9373913043478,140.82470782,46.41,49.06,154.0,147,4.0,7.636170804,46.42081385
683,Romania,2005,53.174,254.53,28.0046090964432,203.05204028,47.09,50.41,142.0,147,4.0,8.429882487,48.24944716
684,Romania,2006,53.305,291.0,28.069397338899,230.73812349,58.17,59.75,134.0,147,4.0,8.873172049,47.13572576
685,Romania,2007,53.436,415.07,28.1451998782026,338.07742142,73.04,76.34,125.0,147,4.0,8.600535873,47.31250392
686,Romania,2008,53.567,521.32,28.2087864288821,422.75919666,94.79,98.33,121.0,147,4.0,8.534163531,48.28601004
687,Romania,2009,53.698,449.38,28.2539337564114,353.48690714,93.4,95.74,116.0,147,4.0,8.693652828,49.32731276
688,Romania,2010,53.829,472.21,28.3199304499022,377.25195694,92.7,94.58,105.0,147,4.0,9.038600049,48.45185632
689,Romania,2011,53.96,426.6,28.6405352565495,319.84833909,103.56,106.69,97.0,147,4.0,9.582215494,48.5111564
690,Romania,2012,53.974,401.67,28.9948004521346,308.7417069,90.09,92.93,92.0,147,4.0,9.837940017,48.32650483
691,Romania,2013,53.937,495.24,29.3291135938791,391.0020406,99.92,103.18,89.0,147,4.0,9.995332772,47.52192412
692,Romania,2014,53.9,503.35,29.6582406119611,397.05260531,102.25,106.08,85.0,147,4.0,10.09014815,48.67319524
693,Romania,2015,53.887,442.24,29.9937413073714,344.69443281,94.12,97.55,82.0,147,4.0,10.26221844,48.1967883
694,Romania,2016,53.9,476.25,30.1158292767733,372.34224337,98.84,103.9,74.0,147,4.0,10.26910319,46.68392223
695,Romania,2017,53.936,555.11,30.1158292767733,436.24340617,113.73,118.87,72.0,147,4.0,10.5604372,45.89978816
696,Romania,2018,53.998,687.15,30.1158292767733,547.59798255,133.7,139.56,68.0,147,4.0,10.80000785,44.60206237
697,Singapore,2000,100.0,792.43,25.3932835820895,287.91134664,381.78,504.51,49.0,153,4.0,12.82767926,40.9826054
698,Singapore,2001,100.0,689.15,25.5016417910448,192.16910049,383.1,496.98,43.0,153,4.0,15.6716544,38.60061169
699,Singapore,2002,100.0,744.08,25.4204444444444,233.10548572,395.01,510.97,42.0,153,4.0,14.07174401,38.53583316
700,Singapore,2003,100.0,833.35,25.0822416302766,308.96389771,403.83,524.39,43.0,153,4.0,11.77729285,35.11129438
701,Singapore,2004,100.0,848.58,25.1149492017417,275.48181931,432.84,573.1,38.0,153,4.0,13.11439347,37.16094366
702,Singapore,2005,100.0,892.43,25.2204644412192,294.3783755,446.17,598.05,36.0,153,4.0,12.70896064,34.79978737
703,Singapore,2006,100.0,972.2,25.1435158501441,329.77277675,474.77,642.42,34.0,153,4.0,13.50225363,33.29700794
704,Singapore,2007,100.0,,25.2119424460432,368.73861145,533.63,732.25,34.0,153,4.0,12.92017734,33.87580863
705,Singapore,2008,100.0,,25.1357142857143,476.95771747,593.96,801.53,37.0,153,4.0,12.59513008,35.47128163
706,Singapore,2009,100.0,,25.2395714285714,459.31326079,570.03,857.52,35.0,153,4.0,13.5912426,32.19562572
707,Singapore,2010,100.0,,25.2712250712251,533.66877828,616.65,953.71,35.0,153,4.0,10.86066324,29.93426678
708,Singapore,2011,100.0,,24.8389204545455,620.0058833,659.97,,36.0,153,4.0,12.06863325,28.67293814
709,Singapore,2012,100.0,,24.4090651558074,717.23405809,687.18,,49.0,153,4.0,12.46150458,29.44809981
710,Singapore,2013,100.0,,24.015558698727,862.96142919,748.41,,45.0,153,4.0,11.53512329,28.79837344
711,Singapore,2014,100.0,,23.5898448519041,985.5672293,728.67,,45.0,153,4.0,10.68379169,27.93028702
712,Singapore,2015,100.0,,23.2318758815233,1072.90054446,754.02,,44.0,153,4.0,11.29642799,26.46514285
713,Singapore,2016,100.0,,22.9696755994358,1160.35334489,800.52,,49.0,153,4.0,9.775780812,24.66771154
714,Singapore,2017,100.0,,22.626404494382,1254.59387809,834.59,,46.0,153,4.0,9.212601251,23.48322643
715,Slovenia,2000,50.754,796.65,61.2214498510427,568.7339825,105.74,227.91,21.0,164,4.0,10.55795668,52.55057189
716,Slovenia,2001,50.78,826.23,61.2909632571996,582.99421059,106.61,243.23,21.0,164,4.0,11.11018874,51.41977955
717,Slovenia,2002,50.857,944.87,61.3604766633565,684.36318078,118.63,260.51,20.0,164,4.0,11.86435207,48.83094133
718,Slovenia,2003,51.082,,61.4299900695134,865.82315476,150.22,337.24,16.0,164,4.0,12.37652134,49.76689538
719,Slovenia,2004,51.308,,61.4995034756703,985.27805596,166.55,383.37,14.0,164,4.0,11.02568714,50.84183728
720,Slovenia,2005,51.533,,61.5690168818272,1046.62709173,188.68,402.56,15.0,164,4.0,13.03511961,50.05714742
721,Slovenia,2006,51.758,,61.6385302879841,1106.02706354,189.29,435.64,12.0,164,4.0,12.07224427,48.73037488
722,Slovenia,2007,51.983,,61.708043694141,1261.46029192,244.81,534.5,12.0,164,4.0,12.96856539,49.08892303
723,Slovenia,2008,52.209,,61.7585450357884,1572.70827225,275.48,606.74,12.0,164,4.0,13.21202819,46.53722188
724,Slovenia,2009,52.433,,61.829264660624,1530.36863418,271.58,594.69,10.0,164,4.0,12.56415375,41.05182288
725,Slovenia,2010,52.658,,61.8975290625527,1459.7067523,254.97,557.44,9.4,164,4.0,13.16614831,44.04237446
726,Slovenia,2011,52.883,,61.9080710811079,1552.12779002,261.96,595.68,10.0,164,4.0,14.1697032,41.71188454
727,Slovenia,2012,53.108,,61.9189206629703,1399.20843817,246.07,575.65,7.4,164,4.0,14.41735393,40.2273718
728,Slovenia,2013,53.332,,61.9463753723932,1445.00848973,255.99,610.37,7.7,164,4.0,14.3459338,36.66416187
729,Slovenia,2014,53.557,,61.9563058589871,1454.48309368,267.77,607.9,7.9,164,4.0,15.75855709,38.21147197
730,Slovenia,2015,53.781,,61.9582377647374,1267.15569241,221.96,508.71,7.1,164,4.0,14.21825704,39.86998757
731,Slovenia,2016,54.02,,61.8592989772614,1326.77453475,220.29,508.63,6.5,164,4.0,15.31790261,38.06043639
732,Slovenia,2017,54.273,,61.7699782998396,1382.13995604,237.32,542.89,6.1,164,4.0,17.76848169,35.64855382
733,Slovenia,2018,54.541,,61.674380723466,1570.96801597,259.95,598.61,5.4,164,4.0,17.490145,32.67144865
734,Sweden,2000,84.026,,69.1388538853443,1835.81716272,314.3,337.38,5.4,165,4.0,13.29929605,20.81973635
735,Sweden,2001,84.071,,69.1167593043349,1771.09782397,363.91,384.76,5.1,165,4.0,14.29592116,20.53277826
736,Sweden,2002,84.133,,69.0946647233255,2030.52993443,405.99,428.57,4.8,165,4.0,14.03364787,20.18170107
737,Sweden,2003,84.196,,69.0725701423161,2585.50971793,493.96,524.69,5.1,165,4.0,13.81591444,20.56007803
738,Sweden,2004,84.258,,69.0504755613067,2884.40847771,567.94,603.76,5.5,165,4.0,15.35994088,20.13239703
739,Sweden,2005,84.319,,69.0283809802973,2919.44549154,590.17,628.19,6.8,165,4.0,15.76975492,20.89714284
740,Sweden,2006,84.43,,69.0062863992879,3101.05820071,622.86,664.34,6.2,165,4.0,15.35668357,19.85928328
741,Sweden,2007,84.588,,68.9841918182784,3556.70274403,704.17,753.62,5.8,165,4.0,15.73347703,18.57485655
742,Sweden,2008,84.746,,68.962097237269,3817.80721984,755.48,809.76,6.4,165,4.0,15.65529804,19.16439471
743,Sweden,2009,84.902,,68.9400026562596,3412.91843351,678.47,723.25,7.1,165,4.0,15.4518794,17.83268546
744,Sweden,2010,85.056,,68.9179080752502,3642.80125651,723.3,773.34,7.5,165,4.0,15.0487672,18.41774853
745,Sweden,2011,85.297,,68.8722459411641,5365.61673639,924.4,985.6,6.5,165,4.0,14.73393154,17.87402075
746,Sweden,2012,85.62,,68.826583807078,5267.27572329,926.28,987.17,7.1,165,4.0,14.40717413,17.23626233
747,Sweden,2013,85.936,,68.7809216729919,5626.71319062,999.92,,7.3,165,4.0,15.11962771,16.45993321
748,Sweden,2014,86.247,,68.7352595389057,5550.83227373,985.53,,7.5,165,4.0,15.1802461,15.79374376
749,Sweden,2015,86.553,,68.6944981353789,4700.70871748,834.36,897.97,9.1,165,4.0,14.40439139,15.33389337
750,Sweden,2016,86.852,,68.6944981353789,4786.71187504,823.24,894.01,8.1,165,4.0,14.3671001,15.25799549
751,Sweden,2017,87.146,,68.6944981353789,4944.98509252,822.34,892.79,5.6,165,4.0,14.47209802,14.81260302
752,Sweden,2018,87.431,,68.6944981353789,5091.37246796,838.24,913.69,5.4,165,4.0,13.60871957,13.71837971
753,Uruguay,2000,92.028,693.68,7.82196320420523,288.19807284,174.58,405.33,23.0,183,4.0,5.608301431,48.20561803
754,Uruguay,2001,92.303,673.93,8.02896811792938,302.6208672,162.17,371.17,24.0,183,4.0,6.03641404,47.79050547
755,Uruguay,2002,92.569,432.8,8.23597303165353,207.46177742,93.9,225.25,19.0,183,4.0,6.02959721,47.9349723
756,Uruguay,2003,92.828,380.19,8.44297794537767,199.09300462,81.2,180.84,22.0,183,4.0,6.969048706,47.82615516
757,Uruguay,2004,93.078,372.46,8.64998285910182,194.83590317,90.49,177.28,25.0,183,4.0,6.942507916,42.37408271
758,Uruguay,2005,93.319,441.0,8.85698777282596,199.22812725,114.4,241.77,22.0,183,4.0,6.364838673,44.97318068
759,Uruguay,2006,93.553,495.72,9.06399268655011,236.39301775,117.83,259.32,19.0,183,4.0,6.405878443,44.89881472
760,Uruguay,2007,93.779,572.52,9.27099760027425,277.86012684,133.76,294.66,21.0,183,4.0,7.690055837,43.69174788
761,Uruguay,2008,93.998,803.44,9.4780025139984,452.45628376,171.08,350.5,24.0,183,4.0,9.557257189,43.07685996
762,Uruguay,2009,94.209,817.64,9.68500742772255,485.12798484,169.67,332.18,24.0,183,4.0,7.569219531,44.09342223
763,Uruguay,2010,94.414,,9.89201234144669,619.61656321,211.41,412.61,24.0,183,4.0,9.036189269,43.33142275
764,Uruguay,2011,94.612,,10.1076448405896,757.60440988,239.39,474.01,28.0,183,4.0,8.867729422,40.75573835
765,Uruguay,2012,94.739,,10.3232773397326,855.90172373,246.09,476.46,28.0,183,4.0,9.077761925,38.58280527
766,Uruguay,2013,94.843,,10.5389098388756,997.08403079,265.53,503.13,30.0,183,4.0,9.621965999,39.57967771
767,Uruguay,2014,94.945,,10.7545423380185,1008.19157123,253.02,471.04,29.0,183,4.0,10.28981978,41.2258945
768,Uruguay,2015,95.045,,10.9701748371615,964.71774085,238.64,445.33,30.0,183,4.0,11.00721575,39.7167542
769,Uruguay,2016,95.144,,11.1244429208091,1011.29452669,239.12,442.96,30.0,183,4.0,12.07648357,38.01165852
770,Uruguay,2017,95.24,,11.2444292080905,1147.4230481,273.18,508.3,31.0,183,4.0,10.33744605,37.19747368
